id,season_id,player_id,correct_scores,points,created_at
053d22d8-676b-48dc-9b53-ca8a2b2dc9d5,27404307-72b4-4518-a32c-ce15384915d9,a98cac4a-9401-4a97-b8e6-93a7caee47e9,32,187,2026-02-08 20:06:14.781516+00
0577832c-8c41-495c-93df-66ca18474a3b,27404307-72b4-4518-a32c-ce15384915d9,584d969b-f2c5-4e89-a226-9d5d47bebe23,14,141,2026-02-08 20:06:14.781516+00
0812cd08-20c7-462a-a4a6-a89648d851de,27404307-72b4-4518-a32c-ce15384915d9,7151cae2-f54e-4f88-9e6a-8ab7fe755160,16,147,2026-02-08 20:06:14.781516+00
0b81a471-773b-4d98-a397-65d5fd028150,27404307-72b4-4518-a32c-ce15384915d9,6e5a68ef-c26c-4776-8f8c-7f3c22bc3f06,21,166,2026-02-08 20:06:14.781516+00
0db2cb96-3e45-4d0c-8b23-0fe48182c584,27404307-72b4-4518-a32c-ce15384915d9,3d18f1c8-de23-4c6d-b843-8241da5d994e,32,178,2026-02-08 20:06:14.781516+00
0ffaccd8-13cd-47db-a91a-9b00ccdc414b,27404307-72b4-4518-a32c-ce15384915d9,c8b7ea0d-f644-44ff-b89b-a0e352ff3cec,27,184,2026-02-08 20:06:14.781516+00
1086266b-8af8-48eb-a2da-b07a7101c705,27404307-72b4-4518-a32c-ce15384915d9,6a57188f-50ad-4d66-88e5-64236a293c32,16,143,2026-02-08 20:06:14.781516+00
20047fde-4c7f-4bda-8072-06fb06c90d69,27404307-72b4-4518-a32c-ce15384915d9,4f4c26c5-21c6-4a45-b9ab-141ea2936063,21,148,2026-02-08 20:06:14.781516+00
234c4b18-ba5a-46a3-818b-5acee11904b4,27404307-72b4-4518-a32c-ce15384915d9,f9410110-ec63-4a83-ad54-2b5df48b9140,17,148,2026-02-08 20:06:14.781516+00
32af3664-95a5-4031-bc89-aa3e149af26a,27404307-72b4-4518-a32c-ce15384915d9,46a30c5e-11ff-4c44-aa31-29a606850f82,16,126,2026-02-08 20:06:14.781516+00
3748d299-2c3f-4be2-a011-22ab7c98cf95,27404307-72b4-4518-a32c-ce15384915d9,e28417e9-f154-4f39-bf0d-86cb6a1abc32,14,147,2026-02-08 20:06:14.781516+00
38a2538d-98d3-466f-bd09-69cfde353562,27404307-72b4-4518-a32c-ce15384915d9,298651b6-b5d4-4875-a636-799edae79a84,13,105,2026-02-08 20:06:14.781516+00
39cf8e1c-90ea-46ec-bd29-9bde0976547a,27404307-72b4-4518-a32c-ce15384915d9,182f8371-048a-4f6e-b95d-149f368c3c44,19,133,2026-02-08 20:06:14.781516+00
3e486b31-9705-4238-ac43-2bad9bf542b1,27404307-72b4-4518-a32c-ce15384915d9,857f0ddb-bbf7-490f-89e7-c393913d1937,18,156,2026-02-08 20:06:14.781516+00
473de5fa-9c29-41f9-8aba-f4ffe76adc74,27404307-72b4-4518-a32c-ce15384915d9,6bf245f8-9743-4b7b-ab78-dc0cdd591c6c,21,155,2026-02-08 20:06:14.781516+00
4ab1e0cc-9e02-464c-af2e-0fa7b522e112,27404307-72b4-4518-a32c-ce15384915d9,c4d0c372-0a8c-445d-9994-fe871e8eb544,21,146,2026-02-08 20:06:14.781516+00
5087486c-c566-41a3-a8ae-f4242005024e,27404307-72b4-4518-a32c-ce15384915d9,30bc182e-979b-4f58-b596-67c45a4d2faf,2,7,2026-02-08 20:06:14.781516+00
63014c55-e300-4b69-bd22-bd9748079fd5,27404307-72b4-4518-a32c-ce15384915d9,e2ffaf02-f17f-4be3-b3ee-651d39315af1,23,162,2026-02-08 20:06:14.781516+00
6ae954e0-ce35-47d6-a912-552bf0845d12,27404307-72b4-4518-a32c-ce15384915d9,eb3628cb-9a74-4281-bc9f-ebff66ae268e,19,132,2026-02-08 20:06:14.781516+00
74cf1378-2116-4d9f-aad0-b3984b59ef31,27404307-72b4-4518-a32c-ce15384915d9,95f43b8d-de0d-4dd2-a9bb-0cdfe02e247a,19,153,2026-02-08 20:06:14.781516+00
8bb2c918-d244-46d2-a162-e5c872e2c2bf,27404307-72b4-4518-a32c-ce15384915d9,ceb258ce-454a-4b5f-9321-73fd28390495,24,156,2026-02-08 20:06:14.781516+00
9f809391-d523-445a-8bb0-27db79657fc9,27404307-72b4-4518-a32c-ce15384915d9,8ed10184-c01b-4913-be71-bf7b48b8163a,15,128,2026-02-08 20:06:14.781516+00
a0a195ed-5637-4604-9ac7-39cae5568217,27404307-72b4-4518-a32c-ce15384915d9,66022633-1ced-4920-a431-b74b54e98345,16,130,2026-02-08 20:06:14.781516+00
a52f1cd4-7df7-4a19-a1e4-438fd941d650,27404307-72b4-4518-a32c-ce15384915d9,e04c559e-ca37-400e-b70d-64cc03eb3361,17,144,2026-02-08 20:06:14.781516+00
a8861d61-1ae4-4a0c-9d22-e41e21fa0ce2,27404307-72b4-4518-a32c-ce15384915d9,25472e3e-4928-440c-84a8-ed85a6e4cf34,14,118,2026-02-08 20:06:14.781516+00
b1bc44c7-59c0-4534-97aa-e4d5c60bd839,27404307-72b4-4518-a32c-ce15384915d9,c2011527-da58-4568-97f9-ec5c223ead8e,17,139,2026-02-08 20:06:14.781516+00
b54205ba-fccb-49e2-bd75-0fa9823b7404,27404307-72b4-4518-a32c-ce15384915d9,abe5e91c-2516-47f8-98a7-2b1e70ab13b1,26,159,2026-02-08 20:06:14.781516+00
bc51d6f9-d7ba-4fb1-ad0c-11dad10128a1,27404307-72b4-4518-a32c-ce15384915d9,78c6e1c2-6f06-4cf7-8a82-54f62c0e9504,17,152,2026-02-08 20:06:14.781516+00
c201677b-950f-4f6d-b0ad-69dcd03f1030,27404307-72b4-4518-a32c-ce15384915d9,eff7bddc-a865-47c4-95fb-fe4116d8c288,18,136,2026-02-08 20:06:14.781516+00
d0b8e427-359a-47bc-8c99-b8ca00847479,27404307-72b4-4518-a32c-ce15384915d9,9a205562-9e06-49d8-865b-a0dfb3de0b20,20,159,2026-02-08 20:06:14.781516+00
d79aedc2-6e55-4ff7-af03-08815b8711fa,27404307-72b4-4518-a32c-ce15384915d9,f9aa08c8-da66-4064-a39a-3225dadaa1d0,8,132,2026-02-08 20:06:14.781516+00
df669f0b-38e7-40d0-86ce-2af8d4c1768e,27404307-72b4-4518-a32c-ce15384915d9,49f48e02-6af0-4107-8f27-29f67efc4c3a,19,154,2026-02-08 20:06:14.781516+00
fa64c64e-bad8-4834-b70e-ee6efbd170ed,27404307-72b4-4518-a32c-ce15384915d9,f3b179ce-265d-4bf0-8c6c-a641504ea802,23,148,2026-02-08 20:06:14.781516+00
faeca8af-d80a-41b6-bfd2-2b6ee0b92fff,27404307-72b4-4518-a32c-ce15384915d9,71913bf1-3c89-4850-a771-b807bac56136,19,144,2026-02-08 20:06:14.781516+00
fe5f690a-b51e-4a59-b631-e4ff260cb03d,27404307-72b4-4518-a32c-ce15384915d9,b782ca87-97a5-4e94-96b3-fda9d7a93d5d,23,160,2026-02-08 20:06:14.781516+00